UniqueCount	AmbigCount
0	505
0	2311
23	1342
199	5798
71	1797
0	4310
59	756
90	150
21	2963
2	3959
0	1538
171	544
0	1806
1	1802
35	1607
75	157
148	279
70	2959
47	2766
8	624
142	3161
42	204
154	2
254	2
102	292
205	237
152	5551
0	5536
358	0
270	2926
148	363
112	7845
0	9433
0	9770
0	8760
0	9889
0	7442
64	192
1	832
47	1281
27	1393
0	2942
130	3423
0	3126
0	3585
0	3495
60	2878
156	7073
0	2448
0	1502
147	77
416	3822
0	550
8	1894
12	720
0	1026
0	1167
154	0
0	1537
0	1653
0	929
22	1729
236	1659
0	1177
228	793
579	544
131	1127
309	583
1	6249
0	6158
0	1200
11	392
391	2774
158	621
75	2887
56	2615
52	2281
260	996
436	996
53	1112
0	1171
37	1069
0	189
2	2296
91	406
71	1880
214	130
3	2218
46	728
912	122
89	122
29	2464
36	3488
0	3998
129	4235
64	3570
0	3995
280	9
0	85
226	255
196	322
99	0
108	0
36	5963
65	5988
43	5948
92	465
56	324
112	14
165	14
78	5370
52	2861
58	6295
65	6411
0	1055
20	756
149	9
26	579
0	554
719	1033
1846	1304
59	810
63	3
145	435
322	1138
126	823
90	848
247	321
161	11
67	80
297	42
1011	1171
51	1170
45	846
115	805
154	371
240	0
104	4999
0	4575
0	4646
0	5070
321	4940
33	3498
1	4499
2236	202
125	202
121	39
1063	3976
57	438
0	3976
83	473
141	18
57	1079
124	1079
63	736
112	1411
5	3676
83	3389
183	858
227	1
78	132
154	70
161	290
46	1028
77	1104
100	1028
51	1049
87	1145
182	1171
331	334
134	2458
42	2485
110	247
0	66073
95	56659
0	63177
39	65942
149	59725
829	52286
0	51057
956	6039
333	44902
1776	27954
2630	3218
353	2948
2135	21171
940	7180
972	0
905	146
1680	0
652	267
89	267
582	2917
1146	2721
0	1060
15	457
28	422
29	234
1630	0
0	3179
40	2998
55	597
0	11268
0	11353
3	11353
140	274
151	352
85	3586
169	1837
425	2736
24	2953
108	2291
65	2782
7	903
16	1140
170	381
46	3721
0	3936
51	3822
542	3676
87	261
503	589
98	303
134	3278
335	1228
68	3600
17	3811
17	3599
109	91
68	97
80	1246
90	834
103	972
196	135
238	825
0	294
60	634
0	4941
120	5295
64	5058
47	4853
0	4698
131	4686
23	4039
78	1242
60	4550
10	1678
49	1534
112	218
35	1917
84	12
105	13
66	12
279	39
60	5873
53	5875
97	0
25	1277
21	1263
114	999
159	523
54	300
227	103
0	7046
0	6857
0	7245
0	7485
32	6498
0	7502
0	7202
22	3743
716	0
558	0
445	0
66	0
358	0
184	0
75	0
260	0
450	0
211	0
286	0
201	0
291	0
114	0
125	0
111	0
124	0
118	0
118	0
176	0
382	0
112	0
89	0
120	0
98	0
100	0
138	0
164	0
152	0
264	0
108	0
150	0
432	0
328	0
190	0
106	4636
101	60
105	4599
91	2407
195	115
459	867
64	763
87	747
42	718
133	52
297	710
0	4052
54	3781
39	3598
784	2008
354	15
122	1019
3164	356
46	147
123	188
198	95
423	6
160	6
154	960
38	831
39	945
78	2
3759	683
263	37
165	0
167	1510
100	225
0	3535
1	2194
0	2827
148	1943
4	2486
59	2761
211	45
203	810
375	2591
54	247
18	1119
518	486
194	205
41	377
37	363
139	1241
59	1443
125	0
151	1764
1	4109
179	2459
58	868
43	1381
167	2108
59	981
38	15256
0	15419
0	7590
0	15202
0	15403
4	10247
44	491
174	23
28	617
0	4692
11	947
12	4430
382	2248
62	3965
230	1661
121	3283
113	0
49	53
8	1961
121	1723
81	1318
43	1269
63	1046
176	1141
58	1047
139	137
176	1167
385	605
91	605
24	146
0	2787
946	4680
0	4518
53	178
25	3810
108	2182
0	1442
0	1836
128	1283
0	884
82	5841
119	1399
60	762
62	2378
64	1006
252	2242
23	483
163	1082
465	710
26	710
60	0
1775	191
23	191
239	1880
163	660
27	1964
66	1036
44	1920
174	0
102	161
258	2968
86	132
177	223
32	2506
57	491
89	702
139	0
321	103
161	20
182	1871
33	1623
0	1859
217	1599
9	5542
80	5537
40	5533
155	5383
370	1
283	1
85	34
145	513
196	2643
196	493
220	46
24	493
126	1651
31	1515
40	1273
209	1
217	802
88	693
184	13608
212	93
78	4549
213	9695
15	13804
462	8956
64	71
0	9233
147	1544
123	1
121	0
0	1810
124	1337
0	1266
0	1516
9	1904
219	3486
0	2500
100	1216
0	2203
94	0
154	2752
67	3491
63	3518
2	4277
67	2875
14	1264
88	1759
1	2925
66	2957
40	2457
46	613
45	187
86	470
13	3444
0	2670
127	860
104	3184
208	2367
64	161
69	657
304	456
0	680
93	3348
0	2674
121	3685
49	1201
63	308
100	49
17	1193
42	1277
194	103
33	930
233	1113
232	241
372	0
110	0
326	134580
3048	9528
739	7198
38475	180458
0	142924
1598	165014
0	174480
2	145650
0	125691
0	133742
558	3819
335	27576
0	98006
1400	0
1901	89094
1401	14023
1608	968
265	10821
164	9388
2944	1
1117	6991
2777	816
11	296
0	11796
119	11179
0	15891
0	12259
225	4189
0	16354
373	9850
473	698
366	3169
49	232
644	686
57	601
173	169
75	66
101	84
210	115
23	266
70	0
51	166
20	1148
74	1084
77	1169
611	1643
66	1634
3473	0
472	0
9	1546
1	1661
4	930
27	858
0	1199
0	1729
0	600
2	8602
0	8581
61	8114
14	8900
0	8485
73	2507
1	1018
46	1236
1112	233
81	0
48	7362
0	7682
0	7451
218	7316
90	7667
41	7432
124	7306
11	7297
0	7399
133	7389
43	826
491	298
172	86
194	3756
79	3756
0	7000
24	6178
118	6191
44	1929
46	1754
72	171
76	2155
537	0
59	1023
71	0
53	305
329	101
49	49
44	0
204	0
1301	0
57	101
679	6516
47	4835
48	6492
26	6044
707	3154
112	504
8	2908
13	2714
31	2808
73	2631
0	1877
4	1731
55	884
41	1079
15	422
476	0
144	368
13	631
525	1231
43	1095
195	535
61	642
210	0
78	192
2981	1108
15	106
823	810
180	240
0	2537
11	2455
100	0
228	48
325	127
217	1141
152	949
68	1127
39	568
170	797
81	632
726	337
282	317
125	20
48	1712
141	1939
58	1941
10	1791
47	1791
97	0
540	1037
773	3226
1447	3225
23	1964
370	0
43	4310
21	4308
373	4047
76	179
112	416
90	390
218	285
35	3053
62	2877
225	3051
1388	2470
15	2629
42	600
28	973
16	977
134	956
88	97
257	291
20	1665
111	10321
34	9928
0	6689
52	9756
0	17493
97	1708
64	3608
101	1591
9	5529
321	1695
814	17854
316	1055
0	18015
46	17204
253	279
87	2
211	15231
36	1051
113	1458
130	1696
198	4477
161	1399
47	1462
144	792
1569	3101
0	5057
939	4467
24	1042
112	1252
75	1423
141	1147
332	0
30	514
137	559
45	20
270	655
35	655
129	10306
123	11656
147	15463
93	13251
0	12773
132	15315
21	12750
28	786
1	2113
15	13200
0	16890
3364	16395
45	54
88	6865
4	9009
246	6918
248	7009
11	8659
192	848
1048	739
126	4182
25	3979
52	7908
2511	1736
4526	1440
91	1440
184	0
54	777
54	1090
41	936
86	638
6	283
8	182
67	165
28	6735
72	5621
68	524
11	1636
1039	6067
269	198
93	93
29	5576
102	5100
30	2196
0	5967
8	6120
27	1488
54	824
0	16240
0	15967
25	16526
49	14804
0	16741
0	17100
0	16544
0	16924
23	4768
33	6099
152	2793
64	2738
6	3537
215	3427
51	1459
488	7
57	2304
45	2307
412	452
38	683
721	1363
150	676
93	892
29	784
79	799
1189	10314
79	6917
1522	10495
60	10515
60	326
71	1368
67	521
37	2776
58	2981
39	3093
80	3226
66	3319
135	0
653	619
192	396
193	0
12	2769
487	3886
82	3158
69	2825
51	3471
28	2189
44	1684
17	1605
86	1673
67	1412
172	1148
15	1329
33	478
145	1050
122	264
5	449
36	600
35	409
156	189
78	304
87	2122
56	2275
64	2688
33	3208
0	3208
104	1331
180	3334
586	3060
236	241
0	557
72	2215
95	1352
20	2641
243	0
369	464
31	2878
19	2431
197	1925
170	778
137	435
57	225
708	140
0	515
65	35
66	2133
72	2948
0	3141
14	3948
0	4052
59	1285
144	107
225	2331
39	877
46	628
239	278
26	1484
78	522
101	1485
62	656
95	705
0	1138
237	633
59	652
115	549
32	779
80	755
139	0
58	1793
5	1424
143	725
36	516
41	1072
84	1806
1	1250
109	5
80	437
6560	6311
177	0
30	6313
176	6313
68	6311
9	5991
356	493
70	361
328	132
121	563
254	477
155	543
72	455
688	4398
8	4398
35	3795
0	5200
49	4169
1503	4060
174	205
62	1648
47	1138
72	4244
25	2033
61	1997
103	0
1350	1080
163	343
49	1365
71	1366
25	1051
52	1366
193	2310
121	529
50	507
181	23
969	23
379	2
77	535
558	1776
36	550
286	125
28	343
1243	88
184	894
31	303
290	90
83	5228
21	730
77	223
112	4454
32	4935
22	1524
46	101
30	1572
1	531
1870	105
84	1
134	3522
84	3379
102	0
125	242
283	75
29	3237
18	3159
136	242
0	2161
90	2060
129	37
64	486
512	0
3	94
94	112
92	121
151	2295
50	2295
45	4978
1104	6505
44	13619
68	15787
135	14653
64	15544
0	16254
0	14163
0	13615
0	11123
103	264
102	490
28	1146
111	360
206	1239
39	557
9	5297
3	7645
148	7552
287	4934
25	5996
447	2045
146	821
85	0
69	6153
0	6775
33	5659
30	5524
112	406
136	184
124	17
246	143
0	7335
120	6964
0	7254
0	6883
55	1512
121	1692
73	952
166	1359
53	1600
29	1283
228	250
22	225
34	3226
162	134
77	7910
85	7909
30	7893
40	901
0	8056
0	8025
131	7893
560	7250
76	6539
36	724
328	1670
415	259
7	287
36	287
77	125
140	435
110	395
101	360
198	0
22	5037
0	5092
238	5129
513	2788
20	4362
79	4621
155	4631
29	2254
48	140
14	901
4	3223
109	427
74	3004
185	440
110	680
261	3153
89	2790
348	2950
576	645
51	970
30	722
384	1
64	83
38	1667
160	0
110	139
170	1667
144	16
126	0
118	54
114	1054
17	215
13	12459
51	12411
60	12759
42	12315
197	88
49	11816
20	10417
19	12420
77	11913
47	12257
48	12171
39	11666
28	12475
27	11679
0	12725
86	11909
77	11596
21	11592
12	10429
34	11902
6	11612
24	12090
48	2478
24	10586
590	8917
83	91
78	1558
103	2085
3	2150
11	2063
35	970
21	857
150	460
186	1104
37	1107
2097	12
27	628
4	3746
83	3629
25	120
341	335
256	0
0	1644
257	546
42	328
102	75
153	30
45	775
72	7846
0	9434
0	9829
0	8761
14	9898
0	904
344	1937
319	1789
1	840
82	1732
84	903
277	4
77	1871
25	1529
61	1242
56	1062
436	0
0	3126
51	3090
101	3423
0	3505
56	7303
15	3003
14	3132
1	3586
27	1494
237	3822
0	550
34	1894
113	1678
24	720
16	1174
0	1572
422	2926
67	0
28	336
250	127
32	434
758	610
69	610
349	2123
167	2123
74	2540
73	9676
2	10640
125	968
179	4
126	254
154	0
117	1497
308	2535
40	252
53	1635
18	1172
0	2409
16	1216
42	10119
44	2215
68	1990
122	1311
210	186
4	2070
80	2088
34	2387
726	2365
68	258
54	3356
115	502
289	308
150	0
82	3298
26	2872
44	8048
192	0
75	249
43	7243
15	7246
55	599
80	7925
58	8112
38	1901
174	4
163	652
71	1894
127	735
0	4668
61	3009
153	386
744	2257
111	355
284	675
65	9167
113	6784
111	227
91	122
1133	7120
11	932
0	855
42	859
143	887
57	429
0	5557
40	2771
73	181
28	359
352	3051
4	624
56	384
1	3929
421	521
413	1011
173	2297
67	2158
0	1803
31	1605
0	2514
0	1805
395	473
76	279
64	1112
669	879
119	12
380	0
4	1996
1061	5924
517	5447
0	4994
76	379
227	1062
0	1318
90	629
748	2455
262	1724
160	1869
77	958
2	1493
1	4669
131	4705
58	1007
1230	6196
0	78
143	725
208	5956
0	4456
36	1125
0	3643
0	3817
32	916
463	1202
45	589
51	975
1652	987
36	1376
0	1297
72	78
24	9187
19	450
96	9187
88	7743
111	8555
22	8173
54	2830
75	1002
1408	0
0	4119
6	4119
30	2965
127	1924
436	0
206	21
46	21
174	0
92	288
202	258
297	65
276	0
443	7
414	20
236	0
248	256
65	47
187	210
218	86
222	0
107	0
98	0
133	0
158	0
235	0
85	0
126	2373
766	2044
28	894
53	872
107	483
34	708
111	168
105	288
166	111
54	266
172	0
408	0
152	2023
13	2268
131	2273
24	2119
140	0
248	187
98	2004
28	2289
86	1963
89	188
300	48
133	131
101	37
21	5957
4	10139
51	10139
66	8387
1221	9728
86	10173
48	10733
65	9886
0	10683
110	978
0	3067
242	200
74	1437
88	1344
45	1069
95	628
93	438
68	343
69	510
91	70
53	203
140	166
101	344
129	235
54	689
16	889
105	368
85	494
81	221
304	64
454	191
0	14368
57	13852
0	14148
0	14374
115	9465
0	14545
16	1366
77	91
0	48
0	13270
0	13739
128	59
95	87
369	4865
759	5814
0	6206
0	5725
129	5308
0	4615
23	538
0	540
0	390
201	783
65	1335
134	1013
22	899
119	605
48	5909
74	6151
258	6151
73	4237
84	297
26	728
400	1129
704	562
61	2128
291	0
32	1574
49	97
590	2491
79	2053
60	1760
21	718
0	716
254	0
195	66
130	0
55	3509
95	0
163	10
58	679
41	545
73	610
128	217
83	277
274	28
120	2989
4	3663
51	3199
0	2309
128	0
207	191
43	0
40	2833
0	1962
71	1173
76	475
1466	43254
289	32635
1040	0
1350	0
1910	8492
254	29803
65	10420
337	3350
0	4006
176	585
9	3972
82	3651
138	0
231	140
107	500
23	114
199	818
129	2486
60	2875
105	2913
52	132
0	2948
38	2513
76	403
160	80
95	0
205	0
71	607
369	607
98	2506
124	1226
104	4104
89	165
21	4021
4	2709
37	2184
45	0
0	1147
34	895
117	170
2	8775
82	5092
189	6402
854	6316
56	8777
12	963
226	309
217	6
411	233
87	3
10	1094
0	1119
49	367
0	1507
70	699
115	160
199	1487
27	982
160	1132
192	1958
77	1440
74	4293
0	4587
237	2838
103	3816
26	708
161	2460
410	2508
110	6200
146	697
117	6035
69	591
36	419
49	315
33	374
230	0
144	11676
52	5213
44	4626
0	5133
53	11795
7	3031
101	3371
410	992
233	1241
1569	535
304	4898
50	4811
43	453
164	380
303	113
227	4970
61	4218
84	4091
0	5099
57	2514
214	4895
177	2462
0	2606
69	4226
77	2794
54	2485
24	2872
75	1214
74	636
161	197
689	1841
